	Kingdom	Phylum	Class	Order	Family	Genus
ASV_5997	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_5998	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_5999	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_6000	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_6001	Bacteria	NA	NA	NA	NA	NA
ASV_6002	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6003	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_6004	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
ASV_6005	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6006	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6007	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter
ASV_6008	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_6009	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6010	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_6011	Bacteria	NA	NA	NA	NA	NA
ASV_6012	Bacteria	NA	NA	NA	NA	NA
ASV_6013	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_6014	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_6015	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6016	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Thalassotalea
ASV_6017	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6018	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6019	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_6020	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA
ASV_6021	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_6022	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_6023	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
ASV_6024	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_6025	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
ASV_6026	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_6027	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Microbulbiferaceae	Microbulbifer
ASV_6028	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6029	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_6030	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6031	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus
ASV_6032	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum
ASV_6033	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6034	Bacteria	NA	NA	NA	NA	NA
ASV_6035	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6036	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV_6037	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_6038	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_6039	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_6040	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	NA	NA
ASV_6041	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_6042	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6043	Bacteria	NA	NA	NA	NA	NA
ASV_6044	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
ASV_6045	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_6046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6047	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6048	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_6049	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02
ASV_6050	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Marimicrobium
ASV_6051	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA
ASV_6052	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_6053	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6054	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV_6055	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_6056	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
ASV_6057	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group
ASV_6058	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_6059	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA
ASV_6060	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_6061	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_6062	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	NA	NA
ASV_6063	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_6064	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6065	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6066	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	NA
ASV_6067	Bacteria	NA	NA	NA	NA	NA
ASV_6068	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6069	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Thioglobaceae	SUP05 cluster
ASV_6070	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6071	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_6072	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6073	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_6074	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA
ASV_6075	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6076	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	NA
ASV_6077	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
ASV_6078	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA
ASV_6079	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_6080	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_6081	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium
ASV_6082	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_6083	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_6084	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6085	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6086	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6087	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010
ASV_6088	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
ASV_6089	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_6090	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6091	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA
ASV_6092	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6093	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6094	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6095	Bacteria	NA	NA	NA	NA	NA
ASV_6096	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_6097	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6098	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ASV_6099	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
ASV_6100	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_6101	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_6102	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6103	Bacteria	NA	NA	NA	NA	NA
ASV_6104	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_6106	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_6107	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_6108	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_6109	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
ASV_6110	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA
ASV_6111	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_6112	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV_6113	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA
ASV_6114	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6115	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ASV_6116	Bacteria	Myxococcota	Myxococcia	Myxococcales	NA	NA
ASV_6117	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_6118	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6119	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_6120	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6121	Bacteria	NA	NA	NA	NA	NA
ASV_6122	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6123	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6124	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6125	Bacteria	NA	NA	NA	NA	NA
ASV_6126	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6127	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6128	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_6129	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA
ASV_6130	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_6131	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_6132	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_6133	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_6134	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_6135	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_6136	Bacteria	NA	NA	NA	NA	NA
ASV_6137	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA
ASV_6138	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6139	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
ASV_6140	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6141	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_6142	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_6143	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6144	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_6145	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6146	Bacteria	NA	NA	NA	NA	NA
ASV_6147	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia
ASV_6148	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA
ASV_6149	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_6150	Bacteria	NA	NA	NA	NA	NA
ASV_6151	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_6152	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6153	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_6154	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Tepidibacter
ASV_6155	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_6156	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6157	Bacteria	NA	NA	NA	NA	NA
ASV_6158	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6159	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_6160	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_6161	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_6162	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_6163	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa
ASV_6164	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6165	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_6166	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Anaeroglobus
ASV_6167	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
ASV_6168	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Vitellibacter
ASV_6169	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
ASV_6170	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_6172	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
ASV_6173	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
ASV_6174	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_6175	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
ASV_6176	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_6177	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
ASV_6178	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter
ASV_6179	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6180	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_6181	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_6182	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6183	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6184	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_6185	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA
ASV_6186	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_6187	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6188	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6189	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Candidatus Thiodiazotropha
ASV_6190	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA
ASV_6191	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_6192	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6193	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group
ASV_6194	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula
ASV_6195	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Bacteroides] pectinophilus group
ASV_6196	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6197	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_6198	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA
ASV_6199	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6200	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_6201	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maribius
ASV_6202	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6203	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA
ASV_6204	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia
ASV_6205	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_6206	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_6207	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA
ASV_6208	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV_6209	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_6210	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_6211	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_6212	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tuzzerella
ASV_6213	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7 marine group	NA
ASV_6214	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_6215	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6216	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group
ASV_6217	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6218	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
ASV_6219	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Salinimonas
ASV_6220	Bacteria	NA	NA	NA	NA	NA
ASV_6221	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_6222	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6223	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6224	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_6225	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA
ASV_6226	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_6227	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA
ASV_6228	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_6229	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
ASV_6230	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_6231	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_6232	Bacteria	NA	NA	NA	NA	NA
ASV_6233	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA
ASV_6234	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA
ASV_6235	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_6236	Bacteria	NA	NA	NA	NA	NA
ASV_6237	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_6238	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_6239	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6240	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_6241	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_6242	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6243	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6244	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	NA
ASV_6245	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_6246	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
ASV_6248	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
ASV_6249	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA
ASV_6250	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6251	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA
ASV_6252	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
ASV_6253	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV_6254	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_6255	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_6256	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_6257	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6258	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
ASV_6259	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6260	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	NA
ASV_6261	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_6262	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_6263	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_6264	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_6265	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter
ASV_6266	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA
ASV_6267	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_6268	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_6269	Bacteria	NA	NA	NA	NA	NA
ASV_6270	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
ASV_6271	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6272	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6273	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_6274	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_6275	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6276	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6277	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
ASV_6278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia
ASV_6279	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6280	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	NA
ASV_6281	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_6282	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	NA	NA
ASV_6283	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
